League Name,Date,Home Team,Home Score,Away Score,Away Team
Trendyol Süper Lig,15.12.2000 20:00,FENERBAHÇE,2,1,SAMSUNSPOR
Trendyol Süper Lig,16.12.2000 13:00,ÇAYKUR RİZESPOR,2,1,İSTANBULSPOR A.Ş.
Trendyol Süper Lig,16.12.2000 13:30,YİMPAŞ YOZGATSPOR,2,1,SİİRT JETPA SPOR
Trendyol Süper Lig,16.12.2000 13:30,GAZİANTEPSPOR,6,1,ERZURUMSPOR
Trendyol Süper Lig,16.12.2000 19:00,BEŞİKTAŞ,1,1,DENİZLİSPOR
Trendyol Süper Lig,17.12.2000 13:30,ADANASPOR A.Ş.,4,4,KOCAELİSPOR
Trendyol Süper Lig,17.12.2000 13:30,MKE ANKARAGÜCÜ,1,1,BURSASPOR
Trendyol Süper Lig,17.12.2000 14:00,ANTALYASPOR A.Ş.,4,2,GENÇLERBİRLİĞİ
Trendyol Süper Lig,17.12.2000 19:00,TRABZONSPOR,1,1,GALATASARAY
Trendyol Süper Lig,21.12.2000 20:00,TRABZONSPOR,3,0,ERZURUMSPOR
Trendyol Süper Lig,22.12.2000 13:00,ÇAYKUR RİZESPOR,2,0,GENÇLERBİRLİĞİ
Trendyol Süper Lig,22.12.2000 13:30,ADANASPOR A.Ş.,2,2,İSTANBULSPOR A.Ş.
Trendyol Süper Lig,22.12.2000 13:30,MKE ANKARAGÜCÜ,2,0,SAMSUNSPOR
Trendyol Süper Lig,22.12.2000 20:00,FENERBAHÇE,4,0,KOCAELİSPOR
Trendyol Süper Lig,23.12.2000 13:30,YİMPAŞ YOZGATSPOR,1,1,BEŞİKTAŞ
Trendyol Süper Lig,23.12.2000 13:30,GAZİANTEPSPOR,2,1,BURSASPOR
Trendyol Süper Lig,23.12.2000 14:00,ANTALYASPOR A.Ş.,1,3,SİİRT JETPA SPOR
Trendyol Süper Lig,23.12.2000 19:00,GALATASARAY,1,2,DENİZLİSPOR
Trendyol Süper Lig,02.02.2001 20:00,SAMSUNSPOR,3,3,GAZİANTEPSPOR
Trendyol Süper Lig,03.02.2001 13:30,ÇAYKUR RİZESPOR,3,0,SİİRT JETPA SPOR
Trendyol Süper Lig,03.02.2001 13:30,DENİZLİSPOR,2,0,YİMPAŞ YOZGATSPOR
Trendyol Süper Lig,03.02.2001 17:00,ERZURUMSPOR,1,2,GALATASARAY
Trendyol Süper Lig,03.02.2001 19:00,BEŞİKTAŞ,4,2,ANTALYASPOR A.Ş.
Trendyol Süper Lig,04.02.2001 13:30,BURSASPOR,4,2,TRABZONSPOR
