League Name,Date,Home Team,Away Team,Home Score,Away Score
Trendyol 1. Lig,29.10.2007 19:00,KARŞIYAKA,ANTALYASPOR A.Ş.,0,1
Trendyol 1. Lig,03.11.2007 13:00,SAMSUNSPOR,MALATYASPOR,2,0
Trendyol 1. Lig,04.11.2007 13:00,ORDUSPOR,ELAZIĞSPOR,1,1
Trendyol 1. Lig,04.11.2007 13:00,KOCAELİSPOR,GAZİANTEP B.Ş. BLD.SPOR,5,2
Trendyol 1. Lig,04.11.2007 13:00,ANTALYASPOR A.Ş.,ALTAY,4,2
Trendyol 1. Lig,04.11.2007 13:00,İSTANBULSPOR(MARMARA A.Ş),ESKİŞEHİRSPOR,0,3
Trendyol 1. Lig,04.11.2007 13:00,DİYARBAKIRSPOR,KARTALSPOR,4,1
Trendyol 1. Lig,04.11.2007 13:00,KARŞIYAKA,BOLUSPOR,3,0
Trendyol 1. Lig,04.11.2007 13:00,KAYSERİ ERCİYESSPOR,MARDİNSPOR,2,0
Trendyol 1. Lig,05.11.2007 19:00,SAKARYASPOR A.Ş.,GİRESUNSPOR,0,0
Trendyol 1. Lig,10.11.2007 13:00,ESKİŞEHİRSPOR,SAMSUNSPOR,2,1
Trendyol 1. Lig,10.11.2007 13:00,KARŞIYAKA,ELAZIĞSPOR,0,0
Trendyol 1. Lig,11.11.2007 13:00,GİRESUNSPOR,DİYARBAKIRSPOR,0,0
Trendyol 1. Lig,11.11.2007 13:00,GAZİANTEP B.Ş. BLD.SPOR,ORDUSPOR,1,2
Trendyol 1. Lig,11.11.2007 13:00,MARDİNSPOR,KOCAELİSPOR,0,4
Trendyol 1. Lig,11.11.2007 13:00,BOLUSPOR,ANTALYASPOR A.Ş.,0,0
Trendyol 1. Lig,11.11.2007 13:00,ALTAY,SAKARYASPOR A.Ş.,1,1
Trendyol 1. Lig,11.11.2007 13:00,KARTALSPOR,İSTANBULSPOR(MARMARA A.Ş),0,0
Trendyol 1. Lig,12.11.2007 19:00,MALATYASPOR,KAYSERİ ERCİYESSPOR,0,3
Trendyol 1. Lig,17.11.2007 13:00,KAYSERİ ERCİYESSPOR,ESKİŞEHİRSPOR,1,1
Trendyol 1. Lig,18.11.2007 13:00,İSTANBULSPOR(MARMARA A.Ş),GİRESUNSPOR,3,2
Trendyol 1. Lig,18.11.2007 13:00,KOCAELİSPOR,MALATYASPOR,3,1
Trendyol 1. Lig,18.11.2007 13:00,DİYARBAKIRSPOR,ALTAY,1,0
Trendyol 1. Lig,18.11.2007 13:00,BOLUSPOR,ELAZIĞSPOR,3,0
Trendyol 1. Lig,18.11.2007 13:00,KARŞIYAKA,GAZİANTEP B.Ş. BLD.SPOR,2,1
Trendyol 1. Lig,18.11.2007 13:00,ORDUSPOR,MARDİNSPOR,1,0
Trendyol 1. Lig,18.11.2007 13:00,SAMSUNSPOR,KARTALSPOR,1,3
Trendyol 1. Lig,19.11.2007 19:00,ANTALYASPOR A.Ş.,SAKARYASPOR A.Ş.,1,1
Trendyol 1. Lig,24.11.2007 13:00,GAZİANTEP B.Ş. BLD.SPOR,BOLUSPOR,6,2
Trendyol 1. Lig,24.11.2007 13:00,MARDİNSPOR,KARŞIYAKA,1,3
Trendyol 1. Lig,25.11.2007 13:00,ALTAY,İSTANBULSPOR(MARMARA A.Ş),2,1
Trendyol 1. Lig,25.11.2007 13:00,ANTALYASPOR A.Ş.,ELAZIĞSPOR,2,1
Trendyol 1. Lig,25.11.2007 13:00,GİRESUNSPOR,SAMSUNSPOR,2,0
Trendyol 1. Lig,25.11.2007 13:00,KARTALSPOR,KAYSERİ ERCİYESSPOR,1,1
Trendyol 1. Lig,25.11.2007 13:00,ESKİŞEHİRSPOR,KOCAELİSPOR,2,2
Trendyol 1. Lig,25.11.2007 13:00,MALATYASPOR,ORDUSPOR,2,0
Trendyol 1. Lig,26.11.2007 19:00,SAKARYASPOR A.Ş.,DİYARBAKIRSPOR,0,2
Trendyol 1. Lig,01.12.2007 13:00,KAYSERİ ERCİYESSPOR,GİRESUNSPOR,2,1
Trendyol 1. Lig,01.12.2007 13:00,DİYARBAKIRSPOR,ANTALYASPOR A.Ş.,2,1
Trendyol 1. Lig,02.12.2007 13:00,İSTANBULSPOR(MARMARA A.Ş),SAKARYASPOR A.Ş.,0,2
Trendyol 1. Lig,02.12.2007 13:00,KARŞIYAKA,MALATYASPOR,1,0
Trendyol 1. Lig,02.12.2007 13:00,BOLUSPOR,MARDİNSPOR,4,2
Trendyol 1. Lig,02.12.2007 13:00,SAMSUNSPOR,ALTAY,2,1
Trendyol 1. Lig,02.12.2007 13:00,GAZİANTEP B.Ş. BLD.SPOR,ELAZIĞSPOR,2,1
Trendyol 1. Lig,02.12.2007 13:03,ORDUSPOR,ESKİŞEHİRSPOR,2,1
Trendyol 1. Lig,03.12.2007 19:00,KOCAELİSPOR,KARTALSPOR,0,0
Trendyol 1. Lig,08.12.2007 13:00,ALTAY,KAYSERİ ERCİYESSPOR,2,1
Trendyol 1. Lig,08.12.2007 13:00,GİRESUNSPOR,KOCAELİSPOR,3,2
Trendyol 1. Lig,09.12.2007 13:00,ESKİŞEHİRSPOR,KARŞIYAKA,1,0
Trendyol 1. Lig,09.12.2007 13:00,ANTALYASPOR A.Ş.,GAZİANTEP B.Ş. BLD.SPOR,2,2
Trendyol 1. Lig,09.12.2007 13:00,MARDİNSPOR,ELAZIĞSPOR,1,4
Trendyol 1. Lig,09.12.2007 13:00,DİYARBAKIRSPOR,İSTANBULSPOR(MARMARA A.Ş),3,0
Trendyol 1. Lig,09.12.2007 13:00,KARTALSPOR,ORDUSPOR,3,0
Trendyol 1. Lig,09.12.2007 13:00,MALATYASPOR,BOLUSPOR,0,0
Trendyol 1. Lig,10.12.2007 19:00,SAKARYASPOR A.Ş.,SAMSUNSPOR,2,0
Trendyol 1. Lig,15.12.2007 13:00,İSTANBULSPOR(MARMARA A.Ş),ANTALYASPOR A.Ş.,1,2
Trendyol 1. Lig,15.12.2007 13:00,KARŞIYAKA,KARTALSPOR,1,3
Trendyol 1. Lig,16.12.2007 13:00,ORDUSPOR,GİRESUNSPOR,1,0
Trendyol 1. Lig,16.12.2007 13:00,SAMSUNSPOR,DİYARBAKIRSPOR,2,0
Trendyol 1. Lig,16.12.2007 13:00,MALATYASPOR,ELAZIĞSPOR,3,2
Trendyol 1. Lig,16.12.2007 13:00,BOLUSPOR,ESKİŞEHİRSPOR,2,1
Trendyol 1. Lig,16.12.2007 13:00,KOCAELİSPOR,ALTAY,3,0
Trendyol 1. Lig,16.12.2007 13:00,GAZİANTEP B.Ş. BLD.SPOR,MARDİNSPOR,2,1
Trendyol 1. Lig,17.12.2007 19:00,KAYSERİ ERCİYESSPOR,SAKARYASPOR A.Ş.,2,1
Trendyol 1. Lig,12.01.2008 13:00,ORDUSPOR,ALTAY,0,2
Trendyol 1. Lig,13.01.2008 13:00,SAMSUNSPOR,İSTANBULSPOR(MARMARA A.Ş),0,1
Trendyol 1. Lig,13.01.2008 13:00,KOCAELİSPOR,SAKARYASPOR A.Ş.,1,1
Trendyol 1. Lig,13.01.2008 13:00,KARŞIYAKA,GİRESUNSPOR,1,1
Trendyol 1. Lig,13.01.2008 13:00,BOLUSPOR,KARTALSPOR,2,2
Trendyol 1. Lig,13.01.2008 13:00,ELAZIĞSPOR,ESKİŞEHİRSPOR,2,4
Trendyol 1. Lig,13.01.2008 13:00,GAZİANTEP B.Ş. BLD.SPOR,MALATYASPOR,1,1
Trendyol 1. Lig,13.01.2008 13:00,MARDİNSPOR,ANTALYASPOR A.Ş.,0,2
Trendyol 1. Lig,14.01.2008 15:30,KAYSERİ ERCİYESSPOR,DİYARBAKIRSPOR,1,0
Trendyol 1. Lig,19.01.2008 13:00,SAKARYASPOR A.Ş.,ORDUSPOR,2,2
Trendyol 1. Lig,20.01.2008 13:00,DİYARBAKIRSPOR,KOCAELİSPOR,2,1
Trendyol 1. Lig,20.01.2008 13:00,ESKİŞEHİRSPOR,GAZİANTEP B.Ş. BLD.SPOR,1,1
Trendyol 1. Lig,20.01.2008 13:00,ELAZIĞSPOR,KARTALSPOR,2,1
Trendyol 1. Lig,20.01.2008 13:00,GİRESUNSPOR,BOLUSPOR,0,0
Trendyol 1. Lig,20.01.2008 13:00,İSTANBULSPOR(MARMARA A.Ş),KAYSERİ ERCİYESSPOR,0,0
Trendyol 1. Lig,20.01.2008 13:00,ANTALYASPOR A.Ş.,SAMSUNSPOR,4,2
Trendyol 1. Lig,20.01.2008 13:00,MALATYASPOR,MARDİNSPOR,0,0
Trendyol 1. Lig,21.01.2008 19:00,ALTAY,KARŞIYAKA,0,0
Trendyol 1. Lig,26.01.2008 13:00,ELAZIĞSPOR,GİRESUNSPOR,1,1
Trendyol 1. Lig,27.01.2008 13:00,MALATYASPOR,ANTALYASPOR A.Ş.,1,2
Trendyol 1. Lig,27.01.2008 13:00,ORDUSPOR,DİYARBAKIRSPOR,1,0
Trendyol 1. Lig,27.01.2008 13:00,KOCAELİSPOR,İSTANBULSPOR(MARMARA A.Ş),2,0
Trendyol 1. Lig,27.01.2008 13:00,BOLUSPOR,ALTAY,1,2
Trendyol 1. Lig,27.01.2008 13:00,MARDİNSPOR,ESKİŞEHİRSPOR,0,1
Trendyol 1. Lig,27.01.2008 13:00,KAYSERİ ERCİYESSPOR,SAMSUNSPOR,2,0
Trendyol 1. Lig,27.01.2008 13:00,GAZİANTEP B.Ş. BLD.SPOR,KARTALSPOR,4,1
Trendyol 1. Lig,28.01.2008 19:07,KARŞIYAKA,SAKARYASPOR A.Ş.,3,1
Trendyol 1. Lig,09.02.2008 13:00,SAMSUNSPOR,KOCAELİSPOR,0,3
Trendyol 1. Lig,10.02.2008 13:00,SAKARYASPOR A.Ş.,BOLUSPOR,0,0
Trendyol 1. Lig,10.02.2008 13:00,İSTANBULSPOR(MARMARA A.Ş),ORDUSPOR,0,1
Trendyol 1. Lig,10.02.2008 13:00,ESKİŞEHİRSPOR,MALATYASPOR,2,0
Trendyol 1. Lig,10.02.2008 13:00,ELAZIĞSPOR,ALTAY,3,1
Trendyol 1. Lig,10.02.2008 13:00,DİYARBAKIRSPOR,KARŞIYAKA,0,1
Trendyol 1. Lig,10.02.2008 13:00,GİRESUNSPOR,GAZİANTEP B.Ş. BLD.SPOR,2,2
Trendyol 1. Lig,10.02.2008 13:00,KARTALSPOR,MARDİNSPOR,2,2
Trendyol 1. Lig,11.02.2008 19:00,ANTALYASPOR A.Ş.,KAYSERİ ERCİYESSPOR,1,1
Trendyol 1. Lig,16.02.2008 13:00,BOLUSPOR,DİYARBAKIRSPOR,2,2
Trendyol 1. Lig,17.02.2008 13:00,KARŞIYAKA,İSTANBULSPOR(MARMARA A.Ş),1,0
Trendyol 1. Lig,17.02.2008 13:00,ORDUSPOR,SAMSUNSPOR,1,1
Trendyol 1. Lig,17.02.2008 13:00,ESKİŞEHİRSPOR,ANTALYASPOR A.Ş.,1,1
Trendyol 1. Lig,17.02.2008 13:00,ELAZIĞSPOR,SAKARYASPOR A.Ş.,0,2
Trendyol 1. Lig,17.02.2008 13:00,MARDİNSPOR,GİRESUNSPOR,0,1
Trendyol 1. Lig,17.02.2008 13:00,MALATYASPOR,KARTALSPOR,2,0
Trendyol 1. Lig,17.02.2008 13:15,GAZİANTEP B.Ş. BLD.SPOR,ALTAY,0,0
Trendyol 1. Lig,18.02.2008 19:00,KOCAELİSPOR,KAYSERİ ERCİYESSPOR,3,0
Trendyol 1. Lig,23.02.2008 13:00,İSTANBULSPOR(MARMARA A.Ş),BOLUSPOR,0,1
Trendyol 1. Lig,23.02.2008 13:00,KARTALSPOR,ESKİŞEHİRSPOR,0,1
Trendyol 1. Lig,24.02.2008 13:00,ANTALYASPOR A.Ş.,KOCAELİSPOR,0,0
Trendyol 1. Lig,24.02.2008 13:00,ALTAY,MARDİNSPOR,2,0
Trendyol 1. Lig,24.02.2008 13:00,ELAZIĞSPOR,DİYARBAKIRSPOR,1,2
Trendyol 1. Lig,24.02.2008 13:00,SAMSUNSPOR,KARŞIYAKA,1,2
Trendyol 1. Lig,24.02.2008 13:00,GİRESUNSPOR,MALATYASPOR,1,1
Trendyol 1. Lig,24.02.2008 13:00,SAKARYASPOR A.Ş.,GAZİANTEP B.Ş. BLD.SPOR,3,2
Trendyol 1. Lig,25.02.2008 15:30,KAYSERİ ERCİYESSPOR,ORDUSPOR,0,0
Trendyol 1. Lig,01.03.2008 13:00,MALATYASPOR,ALTAY,2,1
Trendyol 1. Lig,02.03.2008 13:00,ORDUSPOR,KOCAELİSPOR,2,1
Trendyol 1. Lig,02.03.2008 13:00,GAZİANTEP B.Ş. BLD.SPOR,DİYARBAKIRSPOR,0,0
Trendyol 1. Lig,02.03.2008 13:00,MARDİNSPOR,SAKARYASPOR A.Ş.,0,2
Trendyol 1. Lig,02.03.2008 13:00,ESKİŞEHİRSPOR,GİRESUNSPOR,2,1
Trendyol 1. Lig,02.03.2008 13:00,KARŞIYAKA,KAYSERİ ERCİYESSPOR,2,2
Trendyol 1. Lig,02.03.2008 13:00,BOLUSPOR,SAMSUNSPOR,2,1
Trendyol 1. Lig,02.03.2008 13:00,KARTALSPOR,ANTALYASPOR A.Ş.,0,1
Trendyol 1. Lig,03.03.2008 19:00,ELAZIĞSPOR,İSTANBULSPOR(MARMARA A.Ş),2,2
Trendyol 1. Lig,08.03.2008 13:00,GİRESUNSPOR,KARTALSPOR,2,3
Trendyol 1. Lig,08.03.2008 19:00,ALTAY,ESKİŞEHİRSPOR,2,1
Trendyol 1. Lig,09.03.2008 13:00,DİYARBAKIRSPOR,MARDİNSPOR,2,0
Trendyol 1. Lig,09.03.2008 13:00,KAYSERİ ERCİYESSPOR,BOLUSPOR,2,1
Trendyol 1. Lig,09.03.2008 13:00,SAKARYASPOR A.Ş.,MALATYASPOR,4,0
Trendyol 1. Lig,09.03.2008 13:00,ELAZIĞSPOR,SAMSUNSPOR,1,2
Trendyol 1. Lig,09.03.2008 13:00,ANTALYASPOR A.Ş.,ORDUSPOR,1,1
Trendyol 1. Lig,09.03.2008 13:00,İSTANBULSPOR(MARMARA A.Ş),GAZİANTEP B.Ş. BLD.SPOR,0,5
Trendyol 1. Lig,10.03.2008 19:00,KOCAELİSPOR,KARŞIYAKA,1,0
Trendyol 1. Lig,15.03.2008 13:00,MARDİNSPOR,İSTANBULSPOR(MARMARA A.Ş),0,3
Trendyol 1. Lig,15.03.2008 13:00,ELAZIĞSPOR,KAYSERİ ERCİYESSPOR,1,1
Trendyol 1. Lig,16.03.2008 13:00,KARŞIYAKA,ORDUSPOR,1,1
Trendyol 1. Lig,16.03.2008 13:00,GAZİANTEP B.Ş. BLD.SPOR,SAMSUNSPOR,1,2
Trendyol 1. Lig,16.03.2008 13:00,MALATYASPOR,DİYARBAKIRSPOR,3,1
Trendyol 1. Lig,16.03.2008 13:00,KARTALSPOR,ALTAY,1,1
Trendyol 1. Lig,16.03.2008 13:00,BOLUSPOR,KOCAELİSPOR,1,1
Trendyol 1. Lig,16.03.2008 13:00,GİRESUNSPOR,ANTALYASPOR A.Ş.,0,0
Trendyol 1. Lig,17.03.2008 19:00,ESKİŞEHİRSPOR,SAKARYASPOR A.Ş.,1,1
Trendyol 1. Lig,22.03.2008 13:00,SAKARYASPOR A.Ş.,KARTALSPOR,3,1
Trendyol 1. Lig,23.03.2008 13:00,DİYARBAKIRSPOR,ESKİŞEHİRSPOR,1,0
Trendyol 1. Lig,23.03.2008 13:00,KAYSERİ ERCİYESSPOR,GAZİANTEP B.Ş. BLD.SPOR,0,2
Trendyol 1. Lig,23.03.2008 13:00,SAMSUNSPOR,MARDİNSPOR,2,0
Trendyol 1. Lig,23.03.2008 13:00,ELAZIĞSPOR,KOCAELİSPOR,1,3
Trendyol 1. Lig,23.03.2008 13:00,ORDUSPOR,BOLUSPOR,0,0
Trendyol 1. Lig,23.03.2008 13:00,ALTAY,GİRESUNSPOR,2,2
Trendyol 1. Lig,23.03.2008 13:00,İSTANBULSPOR(MARMARA A.Ş),MALATYASPOR,0,2
Trendyol 1. Lig,24.03.2008 19:00,ANTALYASPOR A.Ş.,KARŞIYAKA,2,2
Trendyol 1. Lig,29.03.2008 14:00,GAZİANTEP B.Ş. BLD.SPOR,KOCAELİSPOR,2,2
Trendyol 1. Lig,30.03.2008 14:00,ELAZIĞSPOR,ORDUSPOR,0,0
Trendyol 1. Lig,30.03.2008 14:00,ESKİŞEHİRSPOR,İSTANBULSPOR(MARMARA A.Ş),1,1
Trendyol 1. Lig,30.03.2008 14:00,KARTALSPOR,DİYARBAKIRSPOR,1,3
Trendyol 1. Lig,30.03.2008 14:00,GİRESUNSPOR,SAKARYASPOR A.Ş.,1,1
Trendyol 1. Lig,30.03.2008 14:00,BOLUSPOR,KARŞIYAKA,2,1
Trendyol 1. Lig,30.03.2008 14:00,MARDİNSPOR,KAYSERİ ERCİYESSPOR,1,2
Trendyol 1. Lig,30.03.2008 14:00,MALATYASPOR,SAMSUNSPOR,1,2
Trendyol 1. Lig,31.03.2008 19:00,ALTAY,ANTALYASPOR A.Ş.,0,0
Trendyol 1. Lig,05.04.2008 14:00,KAYSERİ ERCİYESSPOR,MALATYASPOR,3,1
Trendyol 1. Lig,06.04.2008 14:00,DİYARBAKIRSPOR,GİRESUNSPOR,1,2
Trendyol 1. Lig,06.04.2008 14:00,SAMSUNSPOR,ESKİŞEHİRSPOR,0,0
Trendyol 1. Lig,06.04.2008 14:00,ORDUSPOR,GAZİANTEP B.Ş. BLD.SPOR,1,0
Trendyol 1. Lig,06.04.2008 14:00,KOCAELİSPOR,MARDİNSPOR,2,0
Trendyol 1. Lig,06.04.2008 14:00,ELAZIĞSPOR,KARŞIYAKA,0,0
Trendyol 1. Lig,06.04.2008 14:00,ANTALYASPOR A.Ş.,BOLUSPOR,4,1
Trendyol 1. Lig,06.04.2008 14:00,İSTANBULSPOR(MARMARA A.Ş),KARTALSPOR,2,1
Trendyol 1. Lig,07.04.2008 19:00,SAKARYASPOR A.Ş.,ALTAY,1,0
Trendyol 1. Lig,12.04.2008 14:00,GİRESUNSPOR,İSTANBULSPOR(MARMARA A.Ş),3,2
Trendyol 1. Lig,12.04.2008 14:00,MALATYASPOR,KOCAELİSPOR,4,0
Trendyol 1. Lig,12.04.2008 14:00,ELAZIĞSPOR,BOLUSPOR,1,2
Trendyol 1. Lig,12.04.2008 14:00,GAZİANTEP B.Ş. BLD.SPOR,KARŞIYAKA,2,1
Trendyol 1. Lig,13.04.2008 14:00,ESKİŞEHİRSPOR,KAYSERİ ERCİYESSPOR,2,0
Trendyol 1. Lig,13.04.2008 14:00,ALTAY,DİYARBAKIRSPOR,2,2
Trendyol 1. Lig,13.04.2008 14:00,MARDİNSPOR,ORDUSPOR,0,1
Trendyol 1. Lig,13.04.2008 14:00,KARTALSPOR,SAMSUNSPOR,3,3
Trendyol 1. Lig,14.04.2008 19:00,SAKARYASPOR A.Ş.,ANTALYASPOR A.Ş.,0,1
Trendyol 1. Lig,19.04.2008 14:00,İSTANBULSPOR(MARMARA A.Ş),ALTAY,0,5
Trendyol 1. Lig,19.04.2008 14:00,BOLUSPOR,GAZİANTEP B.Ş. BLD.SPOR,1,1
Trendyol 1. Lig,19.04.2008 14:00,SAMSUNSPOR,GİRESUNSPOR,0,1
Trendyol 1. Lig,19.04.2008 20:00,KARŞIYAKA,MARDİNSPOR,3,1
Trendyol 1. Lig,20.04.2008 14:00,DİYARBAKIRSPOR,SAKARYASPOR A.Ş.,4,1
Trendyol 1. Lig,20.04.2008 14:00,ELAZIĞSPOR,ANTALYASPOR A.Ş.,0,0
Trendyol 1. Lig,20.04.2008 14:00,KAYSERİ ERCİYESSPOR,KARTALSPOR,4,0
Trendyol 1. Lig,20.04.2008 14:00,ORDUSPOR,MALATYASPOR,1,1
Trendyol 1. Lig,21.04.2008 19:00,KOCAELİSPOR,ESKİŞEHİRSPOR,1,0
Trendyol 1. Lig,27.04.2008 14:00,SAKARYASPOR A.Ş.,İSTANBULSPOR(MARMARA A.Ş),1,2
Trendyol 1. Lig,27.04.2008 14:00,MALATYASPOR,KARŞIYAKA,3,0
Trendyol 1. Lig,27.04.2008 14:00,GİRESUNSPOR,KAYSERİ ERCİYESSPOR,2,1
Trendyol 1. Lig,27.04.2008 14:00,ANTALYASPOR A.Ş.,DİYARBAKIRSPOR,0,1
Trendyol 1. Lig,27.04.2008 14:00,MARDİNSPOR,BOLUSPOR,2,4
Trendyol 1. Lig,27.04.2008 14:00,ESKİŞEHİRSPOR,ORDUSPOR,2,1
Trendyol 1. Lig,27.04.2008 14:00,KARTALSPOR,KOCAELİSPOR,1,2
Trendyol 1. Lig,27.04.2008 14:00,ELAZIĞSPOR,GAZİANTEP B.Ş. BLD.SPOR,2,0
Trendyol 1. Lig,28.04.2008 19:00,ALTAY,SAMSUNSPOR,4,1
Trendyol 1. Lig,04.05.2008 15:00,KAYSERİ ERCİYESSPOR,ALTAY,1,2
Trendyol 1. Lig,04.05.2008 15:00,KARŞIYAKA,ESKİŞEHİRSPOR,3,3
Trendyol 1. Lig,04.05.2008 15:00,GAZİANTEP B.Ş. BLD.SPOR,ANTALYASPOR A.Ş.,1,2
Trendyol 1. Lig,04.05.2008 15:00,ELAZIĞSPOR,MARDİNSPOR,2,1
Trendyol 1. Lig,04.05.2008 15:00,İSTANBULSPOR(MARMARA A.Ş),DİYARBAKIRSPOR,1,2
Trendyol 1. Lig,04.05.2008 15:00,SAMSUNSPOR,SAKARYASPOR A.Ş.,0,3
Trendyol 1. Lig,04.05.2008 15:00,KOCAELİSPOR,GİRESUNSPOR,2,0
Trendyol 1. Lig,04.05.2008 15:00,ORDUSPOR,KARTALSPOR,2,5
Trendyol 1. Lig,04.05.2008 15:00,BOLUSPOR,MALATYASPOR,2,0
Trendyol 1. Lig,10.05.2008 15:00,MARDİNSPOR,GAZİANTEP B.Ş. BLD.SPOR,1,1
Trendyol 1. Lig,11.05.2008 15:00,ANTALYASPOR A.Ş.,İSTANBULSPOR(MARMARA A.Ş),0,0
Trendyol 1. Lig,11.05.2008 15:00,GİRESUNSPOR,ORDUSPOR,2,2
Trendyol 1. Lig,11.05.2008 15:00,DİYARBAKIRSPOR,SAMSUNSPOR,5,2
Trendyol 1. Lig,11.05.2008 15:00,ELAZIĞSPOR,MALATYASPOR,1,1
Trendyol 1. Lig,11.05.2008 15:00,ESKİŞEHİRSPOR,BOLUSPOR,0,1
Trendyol 1. Lig,11.05.2008 15:00,KARTALSPOR,KARŞIYAKA,2,2
Trendyol 1. Lig,11.05.2008 15:00,ALTAY,KOCAELİSPOR,0,1
Trendyol 1. Lig,11.05.2008 15:00,SAKARYASPOR A.Ş.,KAYSERİ ERCİYESSPOR,0,1
Trendyol 1. Lig,30.08.2008 20:00,GAZİANTEP B.Ş. BLD.SPOR,SAKARYASPOR A.Ş.,2,0
Trendyol 1. Lig,30.08.2008 20:00,KASIMPAŞA,ADANASPOR A.Ş.,1,0
Trendyol 1. Lig,30.08.2008 20:00,KARDEMİR D.Ç. KARABÜKSPOR,GİRESUNSPOR,1,0
Trendyol 1. Lig,30.08.2008 20:00,DİYARBAKIRSPOR,ORDUSPOR,1,0
Trendyol 1. Lig,31.08.2008 17:00,BOLUSPOR,MANİSASPOR,0,2
Trendyol 1. Lig,31.08.2008 20:00,SAMSUNSPOR,KAYSERİ ERCİYESSPOR,2,1
Trendyol 1. Lig,31.08.2008 20:00,MALATYASPOR,KARŞIYAKA,0,1
Trendyol 1. Lig,31.08.2008 20:00,ÇAYKUR RİZESPOR,GÜNGÖREN BELEDİYESPOR,3,2
Trendyol 1. Lig,01.09.2008 20:00,ALTAY,KARTALSPOR,3,2
Trendyol 1. Lig,06.09.2008 17:00,GÜNGÖREN BELEDİYESPOR,MALATYASPOR,0,1
Trendyol 1. Lig,06.09.2008 20:00,MANİSASPOR,ÇAYKUR RİZESPOR,1,1
Trendyol 1. Lig,07.09.2008 16:00,GİRESUNSPOR,ALTAY,2,3
Trendyol 1. Lig,07.09.2008 16:00,ORDUSPOR,BOLUSPOR,1,0
Trendyol 1. Lig,07.09.2008 17:00,KARTALSPOR,SAMSUNSPOR,2,1
Trendyol 1. Lig,07.09.2008 20:00,KAYSERİ ERCİYESSPOR,KASIMPAŞA,1,2
Trendyol 1. Lig,07.09.2008 20:00,KARŞIYAKA,KARDEMİR D.Ç. KARABÜKSPOR,2,1
Trendyol 1. Lig,07.09.2008 20:00,ADANASPOR A.Ş.,GAZİANTEP B.Ş. BLD.SPOR,1,2
Trendyol 1. Lig,08.09.2008 20:00,SAKARYASPOR A.Ş.,DİYARBAKIRSPOR,0,1
Trendyol 1. Lig,13.09.2008 20:00,KASIMPAŞA,KARTALSPOR,0,0
Trendyol 1. Lig,13.09.2008 20:00,GAZİANTEP B.Ş. BLD.SPOR,KAYSERİ ERCİYESSPOR,0,2
Trendyol 1. Lig,13.09.2008 20:00,SAMSUNSPOR,GİRESUNSPOR,0,4
Trendyol 1. Lig,13.09.2008 20:00,SAKARYASPOR A.Ş.,ADANASPOR A.Ş.,0,0
Trendyol 1. Lig,14.09.2008 20:00,DİYARBAKIRSPOR,BOLUSPOR,1,1
Trendyol 1. Lig,14.09.2008 20:00,KARDEMİR D.Ç. KARABÜKSPOR,GÜNGÖREN BELEDİYESPOR,0,2
Trendyol 1. Lig,14.09.2008 20:00,ÇAYKUR RİZESPOR,ORDUSPOR,1,0
Trendyol 1. Lig,14.09.2008 20:00,MALATYASPOR,MANİSASPOR,0,4
Trendyol 1. Lig,15.09.2008 20:00,ALTAY,KARŞIYAKA,3,0
Trendyol 1. Lig,20.09.2008 15:00,KARTALSPOR,GAZİANTEP B.Ş. BLD.SPOR,2,2
Trendyol 1. Lig,20.09.2008 15:00,ORDUSPOR,MALATYASPOR,4,2
Trendyol 1. Lig,20.09.2008 20:00,ADANASPOR A.Ş.,DİYARBAKIRSPOR,2,1
Trendyol 1. Lig,20.09.2008 20:30,MANİSASPOR,KARDEMİR D.Ç. KARABÜKSPOR,5,1
Trendyol 1. Lig,21.09.2008 15:00,BOLUSPOR,ÇAYKUR RİZESPOR,2,0
Trendyol 1. Lig,21.09.2008 15:00,GÜNGÖREN BELEDİYESPOR,ALTAY,1,1
Trendyol 1. Lig,21.09.2008 15:00,GİRESUNSPOR,KASIMPAŞA,0,1
Trendyol 1. Lig,21.09.2008 20:00,KARŞIYAKA,SAMSUNSPOR,0,0
Trendyol 1. Lig,22.09.2008 20:00,KAYSERİ ERCİYESSPOR,SAKARYASPOR A.Ş.,1,1
Trendyol 1. Lig,27.09.2008 20:00,DİYARBAKIRSPOR,ÇAYKUR RİZESPOR,1,2
Trendyol 1. Lig,27.09.2008 20:00,KARDEMİR D.Ç. KARABÜKSPOR,ORDUSPOR,2,2
Trendyol 1. Lig,27.09.2008 20:00,MALATYASPOR,BOLUSPOR,2,0
Trendyol 1. Lig,28.09.2008 20:00,ADANASPOR A.Ş.,KAYSERİ ERCİYESSPOR,3,2
Trendyol 1. Lig,28.09.2008 20:00,SAKARYASPOR A.Ş.,KARTALSPOR,1,3
Trendyol 1. Lig,28.09.2008 20:00,KASIMPAŞA,KARŞIYAKA,1,1
Trendyol 1. Lig,28.09.2008 20:00,SAMSUNSPOR,GÜNGÖREN BELEDİYESPOR,3,0
Trendyol 1. Lig,28.09.2008 20:00,ALTAY,MANİSASPOR,1,1
Trendyol 1. Lig,29.09.2008 19:00,GAZİANTEP B.Ş. BLD.SPOR,GİRESUNSPOR,0,1
Trendyol 1. Lig,04.10.2008 15:00,ORDUSPOR,ALTAY,1,1
Trendyol 1. Lig,04.10.2008 15:00,GÜNGÖREN BELEDİYESPOR,KASIMPAŞA,2,1
