League Name,Date,Home Team,Away Team,Home Score,Away Score
Trendyol Süper Lig,03.12.2006 14:00,SAKARYASPOR A.Ş.,GENÇLERBİRLİĞİ,1,1
Trendyol Süper Lig,03.12.2006 14:00,VESTEL MANİSASPOR,GAZİANTEPSPOR,4,1
Trendyol Süper Lig,03.12.2006 14:00,ANTALYASPOR A.Ş.,KAYSERİ ERCİYESSPOR,3,1
Trendyol Süper Lig,03.12.2006 19:00,FENERBAHÇE,GALATASARAY A.Ş.,2,1
Trendyol Süper Lig,08.12.2006 20:00,MKE ANKARAGÜCÜ,FENERBAHÇE,0,1
Trendyol Süper Lig,09.12.2006 14:00,KAYSERİ ERCİYESSPOR,SİVASSPOR,0,0
Trendyol Süper Lig,09.12.2006 14:00,ÇAYKUR RİZESPOR,SAKARYASPOR A.Ş.,3,1
Trendyol Süper Lig,09.12.2006 19:00,BEŞİKTAŞ A.Ş.,KAYSERİSPOR,2,1
Trendyol Süper Lig,10.12.2006 14:00,GAZİANTEPSPOR,KONYASPOR,1,0
Trendyol Süper Lig,10.12.2006 14:00,DENİZLİSPOR,VESTEL MANİSASPOR,0,0
Trendyol Süper Lig,10.12.2006 14:00,GENÇLERBİRLİĞİ,ANTALYASPOR A.Ş.,1,0
Trendyol Süper Lig,10.12.2006 16:00,TRABZONSPOR A.Ş.,ANKARASPOR A.Ş.,3,0
Trendyol Süper Lig,10.12.2006 19:00,GALATASARAY A.Ş.,BURSASPOR,3,1
Trendyol Süper Lig,26.01.2007 20:00,KAYSERİ ERCİYESSPOR,FENERBAHÇE,1,1
Trendyol Süper Lig,27.01.2007 14:00,GENÇLERBİRLİĞİ,SİVASSPOR,0,1
Trendyol Süper Lig,27.01.2007 19:00,GALATASARAY A.Ş.,ANKARASPOR A.Ş.,2,0
Trendyol Süper Lig,28.01.2007 14:00,DENİZLİSPOR,GAZİANTEPSPOR,0,2
Trendyol Süper Lig,28.01.2007 14:00,MKE ANKARAGÜCÜ,BURSASPOR,1,1
Trendyol Süper Lig,28.01.2007 14:00,ÇAYKUR RİZESPOR,ANTALYASPOR A.Ş.,1,0
Trendyol Süper Lig,28.01.2007 14:00,SAKARYASPOR A.Ş.,KONYASPOR,1,1
Trendyol Süper Lig,28.01.2007 16:00,TRABZONSPOR A.Ş.,KAYSERİSPOR,0,0
Trendyol Süper Lig,28.01.2007 19:00,BEŞİKTAŞ A.Ş.,VESTEL MANİSASPOR,3,1
Trendyol Süper Lig,02.02.2007 20:00,FENERBAHÇE,GENÇLERBİRLİĞİ,2,1
Trendyol Süper Lig,03.02.2007 14:00,KONYASPOR,DENİZLİSPOR,5,1
Trendyol Süper Lig,03.02.2007 14:00,ANTALYASPOR A.Ş.,SAKARYASPOR A.Ş.,1,0
Trendyol Süper Lig,03.02.2007 19:00,VESTEL MANİSASPOR,TRABZONSPOR A.Ş.,0,0
Trendyol Süper Lig,04.02.2007 14:00,SİVASSPOR,ÇAYKUR RİZESPOR,1,0
Trendyol Süper Lig,04.02.2007 14:00,BURSASPOR,KAYSERİ ERCİYESSPOR,0,0
Trendyol Süper Lig,04.02.2007 14:00,ANKARASPOR A.Ş.,MKE ANKARAGÜCÜ,1,0
Trendyol Süper Lig,04.02.2007 16:00,GAZİANTEPSPOR,BEŞİKTAŞ A.Ş.,0,0
Trendyol Süper Lig,04.02.2007 19:00,KAYSERİSPOR,GALATASARAY A.Ş.,0,0
Trendyol Süper Lig,10.02.2007 14:00,MKE ANKARAGÜCÜ,KAYSERİSPOR,0,4
Trendyol Süper Lig,10.02.2007 16:00,ÇAYKUR RİZESPOR,FENERBAHÇE,2,1
Trendyol Süper Lig,10.02.2007 19:00,BEŞİKTAŞ A.Ş.,DENİZLİSPOR,2,0
Trendyol Süper Lig,11.02.2007 14:00,ANTALYASPOR A.Ş.,KONYASPOR,1,0
Trendyol Süper Lig,11.02.2007 14:00,GENÇLERBİRLİĞİ,BURSASPOR,1,0
Trendyol Süper Lig,11.02.2007 14:00,KAYSERİ ERCİYESSPOR,ANKARASPOR A.Ş.,1,0
Trendyol Süper Lig,11.02.2007 14:00,SAKARYASPOR A.Ş.,SİVASSPOR,1,3
Trendyol Süper Lig,11.02.2007 16:00,TRABZONSPOR A.Ş.,GAZİANTEPSPOR,2,0
Trendyol Süper Lig,11.02.2007 19:00,GALATASARAY A.Ş.,VESTEL MANİSASPOR,4,0
Trendyol Süper Lig,16.02.2007 20:00,KONYASPOR,BEŞİKTAŞ A.Ş.,2,1
Trendyol Süper Lig,17.02.2007 14:00,BURSASPOR,ÇAYKUR RİZESPOR,1,0
Trendyol Süper Lig,17.02.2007 19:00,GAZİANTEPSPOR,GALATASARAY A.Ş.,1,0
Trendyol Süper Lig,18.02.2007 14:00,KAYSERİSPOR,KAYSERİ ERCİYESSPOR,1,0
Trendyol Süper Lig,18.02.2007 14:00,SİVASSPOR,ANTALYASPOR A.Ş.,0,1
Trendyol Süper Lig,18.02.2007 14:00,ANKARASPOR A.Ş.,GENÇLERBİRLİĞİ,1,2
Trendyol Süper Lig,18.02.2007 14:00,VESTEL MANİSASPOR,MKE ANKARAGÜCÜ,0,1
Trendyol Süper Lig,18.02.2007 16:00,DENİZLİSPOR,TRABZONSPOR A.Ş.,3,4
Trendyol Süper Lig,18.02.2007 19:00,FENERBAHÇE,SAKARYASPOR A.Ş.,1,0
Trendyol Süper Lig,23.02.2007 20:00,GALATASARAY A.Ş.,DENİZLİSPOR,1,1
Trendyol Süper Lig,23.02.2007 20:00,KAYSERİ ERCİYESSPOR,VESTEL MANİSASPOR,1,0
Trendyol Süper Lig,24.02.2007 14:00,MKE ANKARAGÜCÜ,GAZİANTEPSPOR,2,1
Trendyol Süper Lig,24.02.2007 19:00,TRABZONSPOR A.Ş.,BEŞİKTAŞ A.Ş.,3,2
Trendyol Süper Lig,25.02.2007 14:00,SİVASSPOR,KONYASPOR,1,3
Trendyol Süper Lig,25.02.2007 14:00,ÇAYKUR RİZESPOR,ANKARASPOR A.Ş.,1,1
Trendyol Süper Lig,25.02.2007 14:00,SAKARYASPOR A.Ş.,BURSASPOR,1,3
Trendyol Süper Lig,25.02.2007 15:00,GENÇLERBİRLİĞİ,KAYSERİSPOR,2,2
Trendyol Süper Lig,25.02.2007 19:00,ANTALYASPOR A.Ş.,FENERBAHÇE,1,0
Trendyol Süper Lig,02.03.2007 20:00,BURSASPOR,ANTALYASPOR A.Ş.,0,0
Trendyol Süper Lig,03.03.2007 14:00,DENİZLİSPOR,MKE ANKARAGÜCÜ,1,0
Trendyol Süper Lig,03.03.2007 14:00,KAYSERİSPOR,ÇAYKUR RİZESPOR,1,0
Trendyol Süper Lig,03.03.2007 19:00,BEŞİKTAŞ A.Ş.,GALATASARAY A.Ş.,2,1
Trendyol Süper Lig,04.03.2007 14:00,ANKARASPOR A.Ş.,SAKARYASPOR A.Ş.,1,0
Trendyol Süper Lig,04.03.2007 14:00,VESTEL MANİSASPOR,GENÇLERBİRLİĞİ,0,3
Trendyol Süper Lig,04.03.2007 14:00,GAZİANTEPSPOR,KAYSERİ ERCİYESSPOR,0,1
Trendyol Süper Lig,04.03.2007 15:00,KONYASPOR,TRABZONSPOR A.Ş.,1,2
Trendyol Süper Lig,04.03.2007 19:00,FENERBAHÇE,SİVASSPOR,2,2
Trendyol Süper Lig,09.03.2007 20:00,SAKARYASPOR A.Ş.,KAYSERİSPOR,3,3
Trendyol Süper Lig,10.03.2007 14:00,GENÇLERBİRLİĞİ,GAZİANTEPSPOR,0,0
Trendyol Süper Lig,10.03.2007 14:00,SİVASSPOR,BURSASPOR,3,1
Trendyol Süper Lig,10.03.2007 19:00,FENERBAHÇE,KONYASPOR,3,0
Trendyol Süper Lig,11.03.2007 14:00,ANTALYASPOR A.Ş.,ANKARASPOR A.Ş.,1,1
Trendyol Süper Lig,11.03.2007 14:00,ÇAYKUR RİZESPOR,VESTEL MANİSASPOR,3,1
Trendyol Süper Lig,11.03.2007 14:00,KAYSERİ ERCİYESSPOR,DENİZLİSPOR,2,0
Trendyol Süper Lig,11.03.2007 15:00,MKE ANKARAGÜCÜ,BEŞİKTAŞ A.Ş.,0,1
Trendyol Süper Lig,11.03.2007 19:00,GALATASARAY A.Ş.,TRABZONSPOR A.Ş.,2,1
Trendyol Süper Lig,16.03.2007 20:00,KONYASPOR,GALATASARAY A.Ş.,2,2
Trendyol Süper Lig,17.03.2007 14:00,VESTEL MANİSASPOR,SAKARYASPOR A.Ş.,0,3
Trendyol Süper Lig,17.03.2007 14:00,KAYSERİSPOR,ANTALYASPOR A.Ş.,4,4
Trendyol Süper Lig,17.03.2007 14:00,DENİZLİSPOR,GENÇLERBİRLİĞİ,3,2
Trendyol Süper Lig,17.03.2007 14:00,TRABZONSPOR A.Ş.,MKE ANKARAGÜCÜ,0,1
Trendyol Süper Lig,17.03.2007 14:00,ANKARASPOR A.Ş.,SİVASSPOR,2,1
Trendyol Süper Lig,17.03.2007 14:00,GAZİANTEPSPOR,ÇAYKUR RİZESPOR,1,0
Trendyol Süper Lig,17.03.2007 19:07,BURSASPOR,FENERBAHÇE,0,4
Trendyol Süper Lig,18.03.2007 19:00,BEŞİKTAŞ A.Ş.,KAYSERİ ERCİYESSPOR,1,0
Trendyol Süper Lig,01.04.2007 15:00,SİVASSPOR,KAYSERİSPOR,3,2
Trendyol Süper Lig,01.04.2007 15:00,ÇAYKUR RİZESPOR,DENİZLİSPOR,2,2
Trendyol Süper Lig,01.04.2007 15:00,SAKARYASPOR A.Ş.,GAZİANTEPSPOR,1,2
Trendyol Süper Lig,01.04.2007 15:00,ANTALYASPOR A.Ş.,VESTEL MANİSASPOR,1,0
Trendyol Süper Lig,01.04.2007 15:00,FENERBAHÇE,ANKARASPOR A.Ş.,2,1
Trendyol Süper Lig,01.04.2007 15:00,BURSASPOR,KONYASPOR,1,0
Trendyol Süper Lig,01.04.2007 19:00,MKE ANKARAGÜCÜ,GALATASARAY A.Ş.,1,2
Trendyol Süper Lig,02.04.2007 16:00,KAYSERİ ERCİYESSPOR,TRABZONSPOR A.Ş.,0,1
Trendyol Süper Lig,02.04.2007 20:00,GENÇLERBİRLİĞİ,BEŞİKTAŞ A.Ş.,0,2
Trendyol Süper Lig,06.04.2007 20:00,GALATASARAY A.Ş.,KAYSERİ ERCİYESSPOR,0,1
Trendyol Süper Lig,07.04.2007 14:00,TRABZONSPOR A.Ş.,GENÇLERBİRLİĞİ,4,3
Trendyol Süper Lig,07.04.2007 18:30,KAYSERİSPOR,FENERBAHÇE,2,2
Trendyol Süper Lig,07.04.2007 21:15,BEŞİKTAŞ A.Ş.,ÇAYKUR RİZESPOR,1,0
Trendyol Süper Lig,08.04.2007 15:00,VESTEL MANİSASPOR,SİVASSPOR,1,0
Trendyol Süper Lig,08.04.2007 15:00,DENİZLİSPOR,SAKARYASPOR A.Ş.,1,0
Trendyol Süper Lig,08.04.2007 15:00,KONYASPOR,MKE ANKARAGÜCÜ,2,0
Trendyol Süper Lig,08.04.2007 15:00,ANKARASPOR A.Ş.,BURSASPOR,0,0
Trendyol Süper Lig,08.04.2007 15:00,GAZİANTEPSPOR,ANTALYASPOR A.Ş.,0,0
Trendyol Süper Lig,13.04.2007 20:00,GENÇLERBİRLİĞİ,GALATASARAY A.Ş.,1,3
Trendyol Süper Lig,14.04.2007 19:00,SAKARYASPOR A.Ş.,BEŞİKTAŞ A.Ş.,1,1
Trendyol Süper Lig,15.04.2007 15:00,ÇAYKUR RİZESPOR,TRABZONSPOR A.Ş.,3,2
Trendyol Süper Lig,15.04.2007 15:00,ANKARASPOR A.Ş.,KONYASPOR,4,2
Trendyol Süper Lig,15.04.2007 15:00,SİVASSPOR,GAZİANTEPSPOR,2,1
Trendyol Süper Lig,15.04.2007 15:00,BURSASPOR,KAYSERİSPOR,0,3
Trendyol Süper Lig,15.04.2007 15:00,KAYSERİ ERCİYESSPOR,MKE ANKARAGÜCÜ,0,1
Trendyol Süper Lig,15.04.2007 15:00,ANTALYASPOR A.Ş.,DENİZLİSPOR,1,1
Trendyol Süper Lig,15.04.2007 19:00,FENERBAHÇE,VESTEL MANİSASPOR,0,0
Trendyol Süper Lig,20.04.2007 20:00,GAZİANTEPSPOR,FENERBAHÇE,0,2
Trendyol Süper Lig,21.04.2007 14:00,TRABZONSPOR A.Ş.,SAKARYASPOR A.Ş.,5,2
Trendyol Süper Lig,21.04.2007 15:00,KONYASPOR,KAYSERİ ERCİYESSPOR,1,1
Trendyol Süper Lig,21.04.2007 19:00,BEŞİKTAŞ A.Ş.,ANTALYASPOR A.Ş.,1,0
Trendyol Süper Lig,22.04.2007 15:00,VESTEL MANİSASPOR,BURSASPOR,4,1
Trendyol Süper Lig,22.04.2007 15:00,DENİZLİSPOR,SİVASSPOR,2,0
Trendyol Süper Lig,22.04.2007 15:00,MKE ANKARAGÜCÜ,GENÇLERBİRLİĞİ,0,0
Trendyol Süper Lig,22.04.2007 15:00,KAYSERİSPOR,ANKARASPOR A.Ş.,3,3
Trendyol Süper Lig,22.04.2007 19:00,GALATASARAY A.Ş.,ÇAYKUR RİZESPOR,3,1
Trendyol Süper Lig,28.04.2007 15:30,BURSASPOR,GAZİANTEPSPOR,1,1
Trendyol Süper Lig,28.04.2007 15:30,ANKARASPOR A.Ş.,VESTEL MANİSASPOR,1,1
Trendyol Süper Lig,28.04.2007 15:30,GENÇLERBİRLİĞİ,KAYSERİ ERCİYESSPOR,1,2
Trendyol Süper Lig,28.04.2007 15:30,ÇAYKUR RİZESPOR,MKE ANKARAGÜCÜ,3,1
Trendyol Süper Lig,28.04.2007 15:30,KAYSERİSPOR,KONYASPOR,2,1
Trendyol Süper Lig,28.04.2007 17:00,ANTALYASPOR A.Ş.,TRABZONSPOR A.Ş.,1,2
Trendyol Süper Lig,28.04.2007 21:00,SAKARYASPOR A.Ş.,GALATASARAY A.Ş.,0,3
Trendyol Süper Lig,29.04.2007 15:00,SİVASSPOR,BEŞİKTAŞ A.Ş.,0,1
Trendyol Süper Lig,29.04.2007 19:00,FENERBAHÇE,DENİZLİSPOR,2,2
Trendyol Süper Lig,04.05.2007 20:00,TRABZONSPOR A.Ş.,SİVASSPOR,2,0
Trendyol Süper Lig,05.05.2007 17:00,VESTEL MANİSASPOR,KAYSERİSPOR,1,0
Trendyol Süper Lig,05.05.2007 17:00,GAZİANTEPSPOR,ANKARASPOR A.Ş.,0,2
Trendyol Süper Lig,05.05.2007 17:00,KAYSERİ ERCİYESSPOR,ÇAYKUR RİZESPOR,1,1
Trendyol Süper Lig,05.05.2007 17:00,MKE ANKARAGÜCÜ,SAKARYASPOR A.Ş.,1,0
Trendyol Süper Lig,05.05.2007 17:00,KONYASPOR,GENÇLERBİRLİĞİ,2,1
Trendyol Süper Lig,05.05.2007 17:00,DENİZLİSPOR,BURSASPOR,0,0
Trendyol Süper Lig,05.05.2007 21:00,BEŞİKTAŞ A.Ş.,FENERBAHÇE,0,1
Trendyol Süper Lig,06.05.2007 19:00,GALATASARAY A.Ş.,ANTALYASPOR A.Ş.,1,1
Trendyol Süper Lig,13.05.2007 19:00,KAYSERİSPOR,GAZİANTEPSPOR,1,2
Trendyol Süper Lig,13.05.2007 19:00,ANTALYASPOR A.Ş.,MKE ANKARAGÜCÜ,0,1
Trendyol Süper Lig,13.05.2007 19:00,BURSASPOR,BEŞİKTAŞ A.Ş.,3,0
Trendyol Süper Lig,13.05.2007 19:00,KONYASPOR,VESTEL MANİSASPOR,1,0
Trendyol Süper Lig,13.05.2007 19:00,SAKARYASPOR A.Ş.,KAYSERİ ERCİYESSPOR,1,2
Trendyol Süper Lig,13.05.2007 19:00,SİVASSPOR,GALATASARAY A.Ş.,1,1
Trendyol Süper Lig,13.05.2007 19:00,FENERBAHÇE,TRABZONSPOR A.Ş.,2,2
Trendyol Süper Lig,13.05.2007 19:00,ANKARASPOR A.Ş.,DENİZLİSPOR,1,1
Trendyol Süper Lig,13.05.2007 19:00,GENÇLERBİRLİĞİ,ÇAYKUR RİZESPOR,2,1
Trendyol Süper Lig,19.05.2007 19:00,BEŞİKTAŞ A.Ş.,ANKARASPOR A.Ş.,2,1
Trendyol Süper Lig,19.05.2007 19:00,GENÇLERBİRLİĞİ,SAKARYASPOR A.Ş.,1,0
Trendyol Süper Lig,19.05.2007 19:00,GALATASARAY A.Ş.,FENERBAHÇE,1,2
Trendyol Süper Lig,20.05.2007 19:00,MKE ANKARAGÜCÜ,SİVASSPOR,1,4
Trendyol Süper Lig,20.05.2007 19:00,ÇAYKUR RİZESPOR,KONYASPOR,1,0
Trendyol Süper Lig,20.05.2007 19:00,GAZİANTEPSPOR,VESTEL MANİSASPOR,0,0
Trendyol Süper Lig,20.05.2007 19:00,DENİZLİSPOR,KAYSERİSPOR,2,1
Trendyol Süper Lig,20.05.2007 19:00,TRABZONSPOR A.Ş.,BURSASPOR,3,1
Trendyol Süper Lig,20.05.2007 19:00,KAYSERİ ERCİYESSPOR,ANTALYASPOR A.Ş.,0,0
Trendyol Süper Lig,25.05.2007 20:00,BURSASPOR,GALATASARAY A.Ş.,2,0
Trendyol Süper Lig,25.05.2007 20:00,ANKARASPOR A.Ş.,TRABZONSPOR A.Ş.,2,1
Trendyol Süper Lig,25.05.2007 20:00,KAYSERİSPOR,BEŞİKTAŞ A.Ş.,3,0
Trendyol Süper Lig,26.05.2007 16:30,KONYASPOR,GAZİANTEPSPOR,0,2
Trendyol Süper Lig,26.05.2007 16:30,VESTEL MANİSASPOR,DENİZLİSPOR,0,0
Trendyol Süper Lig,26.05.2007 16:30,ANTALYASPOR A.Ş.,GENÇLERBİRLİĞİ,1,3
Trendyol Süper Lig,26.05.2007 16:30,SİVASSPOR,KAYSERİ ERCİYESSPOR,2,1
Trendyol Süper Lig,26.05.2007 16:30,SAKARYASPOR A.Ş.,ÇAYKUR RİZESPOR,1,1
Trendyol Süper Lig,26.05.2007 20:30,FENERBAHÇE,MKE ANKARAGÜCÜ,3,1
Trendyol Süper Lig,23.08.2008 19:00,GALATASARAY A.Ş.,DENİZLİSPOR,4,1
Trendyol Süper Lig,23.08.2008 21:00,SİVASSPOR,KAYSERİSPOR,0,0
Trendyol Süper Lig,23.08.2008 21:00,HACETTEPE SPOR,BURSASPOR,1,2
Trendyol Süper Lig,23.08.2008 21:00,BÜYÜKŞEHİR BLD.SPOR,ESKİŞEHİRSPOR,0,0
Trendyol Süper Lig,23.08.2008 21:45,GAZİANTEPSPOR,FENERBAHÇE,1,0
Trendyol Süper Lig,24.08.2008 19:00,TRABZONSPOR A.Ş.,ANKARASPOR A.Ş.,2,0
Trendyol Süper Lig,24.08.2008 21:00,GENÇLERBİRLİĞİ,KOCAELİSPOR,1,1
Trendyol Süper Lig,24.08.2008 21:00,KONYASPOR,MKE ANKARAGÜCÜ,3,2
Trendyol Süper Lig,24.08.2008 21:45,ANTALYASPOR A.Ş.,BEŞİKTAŞ A.Ş.,2,3
Trendyol Süper Lig,29.08.2008 21:00,MKE ANKARAGÜCÜ,TRABZONSPOR A.Ş.,1,2
Trendyol Süper Lig,30.08.2008 21:00,ANKARASPOR A.Ş.,GAZİANTEPSPOR,0,2
Trendyol Süper Lig,30.08.2008 21:00,KOCAELİSPOR,SİVASSPOR,0,2
Trendyol Süper Lig,30.08.2008 21:00,FENERBAHÇE,BÜYÜKŞEHİR BLD.SPOR,2,0
Trendyol Süper Lig,31.08.2008 21:00,BURSASPOR,GENÇLERBİRLİĞİ,2,0
Trendyol Süper Lig,31.08.2008 21:00,ESKİŞEHİRSPOR,HACETTEPE SPOR,0,0
Trendyol Süper Lig,31.08.2008 21:00,KAYSERİSPOR,GALATASARAY A.Ş.,0,0
Trendyol Süper Lig,31.08.2008 21:00,DENİZLİSPOR,ANTALYASPOR A.Ş.,3,2
Trendyol Süper Lig,01.09.2008 21:00,BEŞİKTAŞ A.Ş.,KONYASPOR,2,0
Trendyol Süper Lig,13.09.2008 19:00,HACETTEPE SPOR,FENERBAHÇE,2,1
Trendyol Süper Lig,13.09.2008 20:00,KONYASPOR,DENİZLİSPOR,1,1
Trendyol Süper Lig,13.09.2008 20:00,KAYSERİSPOR,KOCAELİSPOR,1,0
Trendyol Süper Lig,13.09.2008 21:45,GALATASARAY A.Ş.,ANTALYASPOR A.Ş.,1,1
Trendyol Süper Lig,14.09.2008 19:15,SİVASSPOR,BURSASPOR,3,1
Trendyol Süper Lig,14.09.2008 20:00,GENÇLERBİRLİĞİ,ESKİŞEHİRSPOR,3,1
Trendyol Süper Lig,14.09.2008 20:00,GAZİANTEPSPOR,MKE ANKARAGÜCÜ,2,2
Trendyol Süper Lig,14.09.2008 20:00,BÜYÜKŞEHİR BLD.SPOR,ANKARASPOR A.Ş.,1,2
Trendyol Süper Lig,14.09.2008 21:45,TRABZONSPOR A.Ş.,BEŞİKTAŞ A.Ş.,0,0
Trendyol Süper Lig,19.09.2008 21:00,DENİZLİSPOR,TRABZONSPOR A.Ş.,0,1
Trendyol Süper Lig,20.09.2008 20:00,ESKİŞEHİRSPOR,SİVASSPOR,2,2
Trendyol Süper Lig,20.09.2008 20:00,MKE ANKARAGÜCÜ,BÜYÜKŞEHİR BLD.SPOR,0,0
Trendyol Süper Lig,20.09.2008 21:00,FENERBAHÇE,GENÇLERBİRLİĞİ,3,0
Trendyol Süper Lig,21.09.2008 19:00,KOCAELİSPOR,GALATASARAY A.Ş.,1,4
Trendyol Süper Lig,21.09.2008 20:00,ANKARASPOR A.Ş.,HACETTEPE SPOR,4,0
Trendyol Süper Lig,21.09.2008 20:00,ANTALYASPOR A.Ş.,KONYASPOR,0,1
Trendyol Süper Lig,21.09.2008 20:00,BURSASPOR,KAYSERİSPOR,1,0
Trendyol Süper Lig,21.09.2008 21:45,BEŞİKTAŞ A.Ş.,GAZİANTEPSPOR,3,0
Trendyol Süper Lig,26.09.2008 20:00,SİVASSPOR,FENERBAHÇE,2,1
Trendyol Süper Lig,27.09.2008 19:15,BÜYÜKŞEHİR BLD.SPOR,BEŞİKTAŞ A.Ş.,1,1
Trendyol Süper Lig,27.09.2008 20:00,KOCAELİSPOR,BURSASPOR,2,3
Trendyol Süper Lig,27.09.2008 20:00,GENÇLERBİRLİĞİ,ANKARASPOR A.Ş.,1,1
Trendyol Süper Lig,27.09.2008 21:45,TRABZONSPOR A.Ş.,ANTALYASPOR A.Ş.,3,2
Trendyol Süper Lig,28.09.2008 20:00,KAYSERİSPOR,ESKİŞEHİRSPOR,1,0
Trendyol Süper Lig,28.09.2008 20:00,HACETTEPE SPOR,MKE ANKARAGÜCÜ,0,1
Trendyol Süper Lig,28.09.2008 20:00,GAZİANTEPSPOR,DENİZLİSPOR,2,1
Trendyol Süper Lig,28.09.2008 21:00,GALATASARAY A.Ş.,KONYASPOR,4,1
Trendyol Süper Lig,04.10.2008 20:00,ANKARASPOR A.Ş.,SİVASSPOR,2,0
Trendyol Süper Lig,04.10.2008 20:00,ANTALYASPOR A.Ş.,GAZİANTEPSPOR,1,4
Trendyol Süper Lig,04.10.2008 20:06,KONYASPOR,TRABZONSPOR A.Ş.,2,3
Trendyol Süper Lig,05.10.2008 16:00,DENİZLİSPOR,BÜYÜKŞEHİR BLD.SPOR,2,1
Trendyol Süper Lig,05.10.2008 18:00,BURSASPOR,GALATASARAY A.Ş.,2,1
Trendyol Süper Lig,05.10.2008 20:00,ESKİŞEHİRSPOR,KOCAELİSPOR,2,1
Trendyol Süper Lig,05.10.2008 20:00,MKE ANKARAGÜCÜ,GENÇLERBİRLİĞİ,0,2
Trendyol Süper Lig,05.10.2008 21:00,FENERBAHÇE,KAYSERİSPOR,1,4
Trendyol Süper Lig,06.10.2008 20:00,BEŞİKTAŞ A.Ş.,HACETTEPE SPOR,2,1
Trendyol Süper Lig,18.10.2008 14:00,BÜYÜKŞEHİR BLD.SPOR,ANTALYASPOR A.Ş.,2,1
Trendyol Süper Lig,18.10.2008 14:00,HACETTEPE SPOR,DENİZLİSPOR,1,0
Trendyol Süper Lig,18.10.2008 16:00,BURSASPOR,ESKİŞEHİRSPOR,1,2
Trendyol Süper Lig,18.10.2008 19:00,KOCAELİSPOR,FENERBAHÇE,2,3
Trendyol Süper Lig,19.10.2008 14:00,SİVASSPOR,MKE ANKARAGÜCÜ,3,0
Trendyol Süper Lig,19.10.2008 14:00,GAZİANTEPSPOR,KONYASPOR,0,1
Trendyol Süper Lig,19.10.2008 14:00,KAYSERİSPOR,ANKARASPOR A.Ş.,1,2
Trendyol Süper Lig,19.10.2008 16:00,GENÇLERBİRLİĞİ,BEŞİKTAŞ A.Ş.,1,3
Trendyol Süper Lig,19.10.2008 19:00,GALATASARAY A.Ş.,TRABZONSPOR A.Ş.,3,0
Trendyol Süper Lig,24.10.2008 20:00,BEŞİKTAŞ A.Ş.,SİVASSPOR,1,1
Trendyol Süper Lig,25.10.2008 14:00,DENİZLİSPOR,GENÇLERBİRLİĞİ,2,2
Trendyol Süper Lig,25.10.2008 14:00,ANKARASPOR A.Ş.,KOCAELİSPOR,4,0
Trendyol Süper Lig,25.10.2008 19:00,FENERBAHÇE,BURSASPOR,5,2
Trendyol Süper Lig,26.10.2008 14:00,ANTALYASPOR A.Ş.,HACETTEPE SPOR,1,1
Trendyol Süper Lig,26.10.2008 14:00,MKE ANKARAGÜCÜ,KAYSERİSPOR,1,3
Trendyol Süper Lig,26.10.2008 14:00,KONYASPOR,BÜYÜKŞEHİR BLD.SPOR,1,2
Trendyol Süper Lig,26.10.2008 16:00,TRABZONSPOR A.Ş.,GAZİANTEPSPOR,1,1
Trendyol Süper Lig,26.10.2008 19:00,ESKİŞEHİRSPOR,GALATASARAY A.Ş.,4,2
Trendyol Süper Lig,01.11.2008 14:00,HACETTEPE SPOR,KONYASPOR,1,2
Trendyol Süper Lig,01.11.2008 15:00,BÜYÜKŞEHİR BLD.SPOR,TRABZONSPOR A.Ş.,0,4
Trendyol Süper Lig,01.11.2008 19:00,ESKİŞEHİRSPOR,FENERBAHÇE,2,2
Trendyol Süper Lig,02.11.2008 14:00,SİVASSPOR,DENİZLİSPOR,3,1
Trendyol Süper Lig,02.11.2008 14:00,GENÇLERBİRLİĞİ,ANTALYASPOR A.Ş.,1,2
Trendyol Süper Lig,02.11.2008 14:00,BURSASPOR,ANKARASPOR A.Ş.,0,1
Trendyol Süper Lig,02.11.2008 14:00,KOCAELİSPOR,MKE ANKARAGÜCÜ,1,1
Trendyol Süper Lig,02.11.2008 15:00,KAYSERİSPOR,BEŞİKTAŞ A.Ş.,1,0
Trendyol Süper Lig,02.11.2008 19:00,GALATASARAY A.Ş.,GAZİANTEPSPOR,3,1
Trendyol Süper Lig,07.11.2008 20:00,BEŞİKTAŞ A.Ş.,KOCAELİSPOR,5,2
Trendyol Süper Lig,08.11.2008 14:00,MKE ANKARAGÜCÜ,BURSASPOR,1,1
Trendyol Süper Lig,08.11.2008 19:00,TRABZONSPOR A.Ş.,HACETTEPE SPOR,1,0
Trendyol Süper Lig,09.11.2008 14:00,KONYASPOR,GENÇLERBİRLİĞİ,2,2
Trendyol Süper Lig,09.11.2008 14:00,DENİZLİSPOR,KAYSERİSPOR,1,0
Trendyol Süper Lig,09.11.2008 14:00,ANKARASPOR A.Ş.,ESKİŞEHİRSPOR,2,0
Trendyol Süper Lig,09.11.2008 14:00,GAZİANTEPSPOR,BÜYÜKŞEHİR BLD.SPOR,1,4
Trendyol Süper Lig,09.11.2008 14:00,ANTALYASPOR A.Ş.,SİVASSPOR,2,1
Trendyol Süper Lig,09.11.2008 19:00,FENERBAHÇE,GALATASARAY A.Ş.,4,1
Trendyol Süper Lig,14.11.2008 20:00,GENÇLERBİRLİĞİ,TRABZONSPOR A.Ş.,0,1
Trendyol Süper Lig,15.11.2008 14:00,KOCAELİSPOR,DENİZLİSPOR,3,2
